id;type;name;first_name;second_name;picture_url;producer;country;abv;average_rating;rating_count
89;tonic;Thomas Henry Tonic Water;;;https://ginventory.reed.be/api/v2/products/89/picture?type=normal;Thomas Henry GmbH & Co. KG;Germany;;8.9;1105
91;tonic;Q Spectacular Tonic Water - (Formerly Q Tonic);Q Spectacular Tonic Water;(Formerly Q Tonic);https://ginventory.reed.be/api/v2/products/91/picture?type=normal;Q Tonic LLC;United States;;7.8;48
93;tonic;Fever Tree Refreshingly Light Tonic Water;;;https://ginventory.reed.be/api/v2/products/93/picture?type=normal;Fevertree Ltd.;United Kingdom;;9.0;527
96;tonic;Original Premium Tonic Water Citrus;;;https://ginventory.reed.be/api/v2/products/96/picture?type=normal;Magnifique Brands S.L.;Spain;;9.0;58
97;tonic;Bö Premium Tonic Water Citrus;;;https://ginventory.reed.be/api/v2/products/97/picture?type=normal;Blanar Foods;Spain;;7.5;4
100;tonic;Original Premium Tonic Water Berries;;;https://ginventory.reed.be/api/v2/products/100/picture?type=normal;Magnifique Brands S.L.;Spain;;9.0;39
101;tonic;Nordic Mist;;;https://ginventory.reed.be/api/v2/products/101/picture?type=normal;The Coca-Cola Co.;United States;;8.3;79
102;tonic;Hansen's Natural Cane Soda Tonic;;;https://ginventory.reed.be/api/v2/products/102/picture?type=normal;Hansen Beverage;United States;;6.0;1
104;tonic;Original Premium Tonic Water Classic;;;https://ginventory.reed.be/api/v2/products/104/picture?type=normal;Magnifique Brands S.L.;Spain;;8.9;55
108;tonic;Fentimans Rose Lemonade;;;https://ginventory.reed.be/api/v2/products/108/picture?type=normal;Fentimans Ltd.;United Kingdom;;8.9;211
114;tonic;6 O'Clock Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/114/picture?type=normal;Bramley and Gage Ltd.;United Kingdom;;8.0;33
115;tonic;Thomas Henry Elderflower Tonic;;;https://ginventory.reed.be/api/v2/products/115/picture?type=normal;Thomas Henry GmbH & Co. KG;Germany;;8.7;295
118;tonic;Vichy Catalán Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/118/picture?type=normal;Grupo Vichy Catalan;Spain;;8.0;8
123;tonic;Schweppes Premium Mixer Orange Blossom & Lavender Tonic;;;https://ginventory.reed.be/api/v2/products/123/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;8.6;159
140;tonic;Erasmus Bond Dry Tonic;;;https://ginventory.reed.be/api/v2/products/140/picture?type=normal;The Nectar NV;Belgium;;8.6;54
141;tonic;Goldberg Tonic Water;;;https://ginventory.reed.be/api/v2/products/141/picture?type=normal;MBG International Premium Brands GmbH;Germany;;8.7;245
143;tonic;Erasmus Bond Classic Tonic;;;https://ginventory.reed.be/api/v2/products/143/picture?type=normal;The Nectar NV;Belgium;;8.3;69
155;tonic;Schweppes Dry Tonic Water;;;https://ginventory.reed.be/api/v2/products/155/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;8.3;301
156;tonic;Gents Swiss Roots Tonic Water ;;;https://ginventory.reed.be/api/v2/products/156/picture?type=normal;Gents GmbH;Switzerland;;8.9;186
157;tonic;Aqua Monaco Green Monaco Organic Herbal Tonic;;;https://ginventory.reed.be/api/v2/products/157/picture?type=normal;Aqua Monaco GmbH;Germany;;8.8;85
181;tonic;J. Gasco Dry Bitter Tonic;;;https://ginventory.reed.be/api/v2/products/181/picture?type=normal; J.Gasco;Italy;;8.6;55
197;tonic;Cortese Pure Tonic;;;https://ginventory.reed.be/api/v2/products/197/picture?type=normal;Bevande Futuriste Srl;Italy;;8.5;37
207;tonic;Fentimans Premium Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/207/picture?type=normal;Fentimans Ltd.;United Kingdom;;8.4;435
208;tonic;Fentimans Naturally Light Tonic Water;;;https://ginventory.reed.be/api/v2/products/208/picture?type=normal;Fentimans Ltd.;United Kingdom;;7.9;103
209;tonic;Phillips Fermentorium Botanical Brew Tonic;;;https://ginventory.reed.be/api/v2/products/209/picture?type=normal;Phillips Fermentorium;Canada;;8.6;2
210;tonic;Phillips Fermentorium Cucumber Mint Tonic;;;https://ginventory.reed.be/api/v2/products/210/picture?type=normal;Phillips Fermentorium;Canada;;7.0;1
212;tonic;Fever Tree Elderflower Tonic Water;;;https://ginventory.reed.be/api/v2/products/212/picture?type=normal;Fevertree Ltd.;United Kingdom;;9.0;1327
220;tonic;Capi Tonic;;;https://ginventory.reed.be/api/v2/products/220/picture?type=normal;Capi;Australia;;8.6;25
223;tonic;Fever Tree Premium Soda Water;;;https://ginventory.reed.be/api/v2/products/223/picture?type=normal;Fevertree Ltd.;United Kingdom;;8.5;27
230;tonic;Indi Lemon Tonic;;;https://ginventory.reed.be/api/v2/products/230/picture?type=normal;Indi & Co;Spain;;8.4;27
231;tonic;Fever Tree Lemon Tonic Water;;;https://ginventory.reed.be/api/v2/products/231/picture?type=normal;Fevertree Ltd.;United Kingdom;;8.4;231
238;tonic;Jack Rudy Cocktail Co. Small Batch Tonic;;;https://ginventory.reed.be/api/v2/products/238/picture?type=normal;Jack Rudy Cocktail Co.;United States;;7.6;8
240;tonic;Aqua Monaco Tonic Water;;;https://ginventory.reed.be/api/v2/products/240/picture?type=normal;Aqua Monaco GmbH;Germany;;8.8;234
243;tonic;Karl August Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/243/picture?type=normal;Schwollener Sprudel GmbH & Co.;Germany;;7.6;5
245;tonic;Walter Gregor's Tonic Water - Original;Walter Gregor's Tonic Water;Original;https://ginventory.reed.be/api/v2/products/245/picture?type=normal;Summerhouse Drinks;United Kingdom;;9.2;43
249;tonic;P.S. Soda Bush Tonic;;;;P.S. Soda;Australia;;7.1;2
284;tonic;Føroya Bjór Tonic Water;;;https://ginventory.reed.be/api/v2/products/284/picture?type=normal;Føroya Bjór;Faroe Islands;;7.4;4
299;tonic;BTW Bermondsey Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/299/picture?type=normal;BTW Drinks;United Kingdom;;8.5;10
300;tonic;BTW Bermondsey Tonic Water;;;https://ginventory.reed.be/api/v2/products/300/picture?type=normal;BTW Drinks;United Kingdom;;8.5;61
320;tonic;Ledger's Tonic Water & Cinnamon;;;https://ginventory.reed.be/api/v2/products/320/picture?type=normal;Ledger’s Tonic;Spain;;9.9;207
322;tonic;Syndrome Raw Premium Tonic;;;https://ginventory.reed.be/api/v2/products/322/picture?type=normal;Buss Spirits Artisan Distillers;Belgium;;8.4;31
323;tonic;Abbondio Tonica;;;https://ginventory.reed.be/api/v2/products/323/picture?type=normal;Abbondio;Italy;;7.6;26
330;tonic;Britvic Tonic Water;;;https://ginventory.reed.be/api/v2/products/330/picture?type=normal;Britvic PLC;United Kingdom;;7.7;160
331;tonic;Sanpellegrino Acqua Tonica;;;https://ginventory.reed.be/api/v2/products/331/picture?type=normal;Sanpellegrino S.p.A.;Italy;;8.8;106
332;tonic;Ørbæk Naturfrisk Økologisk Indian Tonic;;;https://ginventory.reed.be/api/v2/products/332/picture?type=normal;Ørbæk Destilleri;Denmark;;7.4;18
333;tonic;Small Hand Foods Yeoman's Tonic Syrup ;;;https://ginventory.reed.be/api/v2/products/333/picture?type=normal;Small Hand Foods;United States;;;0
341;tonic;Erasmus Bond Botanical Tonic;;;https://ginventory.reed.be/api/v2/products/341/picture?type=normal;The Nectar NV;Belgium;;8.4;51
342;tonic;East Imperial Old World Tonic Water - (Formerly East Imperial Superior Tonic Water);East Imperial Old World Tonic Water;(Formerly East Imperial Superior Tonic Water);https://ginventory.reed.be/api/v2/products/342/picture?type=normal;East Imperial Ltd;New Zealand;;7.7;59
351;tonic;Qyuzu Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/351/picture?type=normal;Tropextrakt GmbH;Germany;;8.8;36
355;tonic;Syndrome Velvet Premium Tonic;;;https://ginventory.reed.be/api/v2/products/355/picture?type=normal;Buss Spirits Artisan Distillers;Belgium;;8.3;19
372;tonic;Fentimans 19:05 Herbal Tonic Water - (Also Known As Fentimans Botanical Tonic Water);Fentimans 19:05 Herbal Tonic Water;(Also Known As Fentimans Botanical Tonic Water);https://ginventory.reed.be/api/v2/products/372/picture?type=normal;Fentimans Ltd.;United Kingdom;;8.4;181
383;tonic;Peter Spanton No. 4 Chocolate Superior Tonic;;;https://ginventory.reed.be/api/v2/products/383/picture?type=normal;Peter Spanton Drinks;United Kingdom;;7.7;14
384;tonic;Peter Spanton No. 1 London Tonic;;;https://ginventory.reed.be/api/v2/products/384/picture?type=normal;Peter Spanton Drinks;United Kingdom;;7.9;23
394;tonic;Bradley's Barrel Aged Kina Tonic;;;https://ginventory.reed.be/api/v2/products/394/picture?type=normal;Bradley’s Tonic Co.;United States;;;0
417;tonic;Original Premium Tonic Water Mint;;;https://ginventory.reed.be/api/v2/products/417/picture?type=normal;Magnifique Brands S.L.;Spain;;9.1;32
418;tonic;Bö Premium Tonic Water Fruits;;;https://ginventory.reed.be/api/v2/products/418/picture?type=normal;Blanar Foods;Spain;;7.5;1
422;tonic;Fever Tree Premium Ginger Ale;;;https://ginventory.reed.be/api/v2/products/422/picture?type=normal;Fevertree Ltd.;United Kingdom;;8.6;253
424;tonic;Monelli Tonica;;;https://ginventory.reed.be/api/v2/products/424/picture?type=normal;Monelli S.r.l.;Italy;;8.5;5
431;tonic;Bö Premium Tonic Water Dry;;;https://ginventory.reed.be/api/v2/products/431/picture?type=normal;Blanar Foods;Spain;;7.4;4
434;tonic;Cascade Tonic Water;;;https://ginventory.reed.be/api/v2/products/434/picture?type=normal;Paciﬁc Refreshments Pty Ltd.;Australia;;7.6;11
437;tonic;Boylan Heritage Tonic;;;https://ginventory.reed.be/api/v2/products/437/picture?type=normal;Boylan Bottling Co.;United States;;8.0;12
446;tonic;Ledger's Tonic Water;;;https://ginventory.reed.be/api/v2/products/446/picture?type=normal;Ledger’s Tonic;Spain;;9.9;904
451;tonic;Seagram's Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/451/picture?type=normal;Seagram's;United States;;7.8;9
455;tonic;Ledger's Tonic Water & Tangerine;;;https://ginventory.reed.be/api/v2/products/455/picture?type=normal;Ledger’s Tonic;Spain;;9.9;387
479;tonic;Tomr's Tonic;;;https://ginventory.reed.be/api/v2/products/479/picture?type=normal;Tom's Handcrafted;United States;;7.8;2
490;tonic;Whole Foods 365 Tonic Water;;;https://ginventory.reed.be/api/v2/products/490/picture?type=normal;Whole Foods;United Kingdom;;8.4;1
498;tonic;Old City Soda Tonic Water;;;https://ginventory.reed.be/api/v2/products/498/picture?type=normal;Old City Soda;United States;;10.0;1
512;tonic;Bottlegreen Elderflower Tonic Water;;;https://ginventory.reed.be/api/v2/products/512/picture?type=normal;Bottlegreen Drinks Co.;United Kingdom;;8.7;15
514;tonic;Ledger's Tonic Water & Licorice;;;https://ginventory.reed.be/api/v2/products/514/picture?type=normal;Ledger’s Tonic;Spain;;9.9;498
521;tonic;Square Root London Hop Herbal Tonic Water;;;https://ginventory.reed.be/api/v2/products/521/picture?type=normal;The Square Root Soda Works;United Kingdom;;8.4;4
534;tonic;Broker's Tonic Water;;;https://ginventory.reed.be/api/v2/products/534/picture?type=normal;Broker's;United Kingdom;;6.8;2
559;tonic;Original Premium Tonic Water Cherry;;;https://ginventory.reed.be/api/v2/products/559/picture?type=normal;Magnifique Brands S.L.;Spain;;9.5;26
586;tonic;Painted Stave Distilling Tonic Syrup;;;;Painted Stave Distilling;United States;;;0
591;tonic;Ebeltoft Farm Brewery & The Travelling Gin Co. Tonic Water;;;https://ginventory.reed.be/api/v2/products/591/picture?type=normal;Ebeltoft Farm Brewery / The Travelling Gin Co.;United Kingdom;;8.1;5
597;tonic;Canada Dry Tonic Water;;;https://ginventory.reed.be/api/v2/products/597/picture?type=normal;Dr. Pepper Snapple Group;Canada / United States;;7.5;44
607;tonic;Strong Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/607/picture?type=normal;Strong Tonic Co.;United States;;;0
611;tonic;Polar Tonic Water;;;https://ginventory.reed.be/api/v2/products/611/picture?type=normal;Polar Beverages;United States;;8.5;7
619;tonic;Fentimans Wild English Elderflower;;;https://ginventory.reed.be/api/v2/products/619/picture?type=normal;Fentimans Ltd.;United Kingdom;;8.3;41
665;tonic;ME Tonic;;;https://ginventory.reed.be/api/v2/products/665/picture?type=normal;Varma S.a.;Spain;;8.6;11
709;tonic;Swaan Cape Tonic;;;https://ginventory.reed.be/api/v2/products/709/picture?type=normal;A.A. Badenhorst;South Africa;;8.3;5
713;tonic;Cucumis The Sophisticated Cucumber;;;https://ginventory.reed.be/api/v2/products/713/picture?type=normal;Cucumis GmbH;Germany;;8.0;30
739;tonic;Thomas Henry Cherry Blossom Tonic;;;https://ginventory.reed.be/api/v2/products/739/picture?type=normal;Thomas Henry GmbH & Co. KG;Germany;;8.1;261
747;tonic;Dickie's Ginger Beer;;;https://ginventory.reed.be/api/v2/products/747/picture?type=normal;Dickie's Ginger;Canada;;;0
761;tonic;Windspiel Tonic Water;;;https://ginventory.reed.be/api/v2/products/761/picture?type=normal;Eifelion GmbH;Germany;;9.2;128
764;tonic;Jack's Tonique;;;https://ginventory.reed.be/api/v2/products/764/picture?type=normal;Jack’s Tonique;Canada;;8.4;5
786;tonic;Fitch & Leedes Indian Tonic;;;https://ginventory.reed.be/api/v2/products/786/picture?type=normal;Chill Beverages;South Africa;;9.0;75
799;tonic;28 Drinks Tonic Water;;;https://ginventory.reed.be/api/v2/products/799/picture?type=normal;28 Drinks (Splendid Drinks AG);Luxembourg;;8.2;30
841;tonic;Aass Tonic Water;;;https://ginventory.reed.be/api/v2/products/841/picture?type=normal;Aass Bryggeri;Norway;;7.2;3
892;tonic;Small Hand Foods Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/892/picture?type=normal;Small Hand Foods;United States;;6.0;1
901;tonic;Fentimans Ginger Ale;;;https://ginventory.reed.be/api/v2/products/901/picture?type=normal;Fentimans Ltd.;United Kingdom;;8.5;30
902;tonic;Thomas Henry Ginger Ale;;;https://ginventory.reed.be/api/v2/products/902/picture?type=normal;Thomas Henry GmbH & Co. KG;Germany;;8.6;66
903;tonic;Thomas Henry Soda Water;;;https://ginventory.reed.be/api/v2/products/903/picture?type=normal;Thomas Henry GmbH & Co. KG;Germany;;8.1;25
909;tonic;Jack Rudy Cocktail Co. Elderflower Tonic;;;https://ginventory.reed.be/api/v2/products/909/picture?type=normal;Jack Rudy Cocktail Co.;United States;;8.5;7
937;tonic;Sanpellegrino Old Tonic;;;https://ginventory.reed.be/api/v2/products/937/picture?type=normal;Sanpellegrino S.p.A.;Italy;;8.4;14
938;tonic;Aqua Monaco Golden Monaco Extra Dry Tonic;;;https://ginventory.reed.be/api/v2/products/938/picture?type=normal;Aqua Monaco GmbH;Germany;;8.1;105
961;tonic;Scortese Pure Tonic;;;https://ginventory.reed.be/api/v2/products/961/picture?type=normal;Bevande Futuriste Srl;Italy;;8.4;7
971;tonic;Peter Spanton No. 9 Cardamom Superior Tonic;;;https://ginventory.reed.be/api/v2/products/971/picture?type=normal;Peter Spanton Drinks;United Kingdom;;8.9;44
997;tonic;Acqua Tonica Di Chinotto;;;https://ginventory.reed.be/api/v2/products/997/picture?type=normal;Lurisia Premium Beverages;Italy;;8.0;21
1045;tonic;Fever Tree Premium Ginger Beer;;;https://ginventory.reed.be/api/v2/products/1045/picture?type=normal;Fevertree Ltd.;United Kingdom;;8.6;265
1073;tonic;Platonic Balearic Tonic Water;;;https://ginventory.reed.be/api/v2/products/1073/picture?type=normal;Gustenpassen, Inc.;Spain;;8.5;1
1092;tonic;Double Dutch Cucumber & Watermelon;;;https://ginventory.reed.be/api/v2/products/1092/picture?type=normal;Double Dutch Drinks;United Kingdom / Netherlands;;8.7;115
1121;tonic;Velvet Soda Royal Tonic;;;https://ginventory.reed.be/api/v2/products/1121/picture?type=normal;Velvet Soda;Mexico;;8.5;1
1130;tonic;True Authentic Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/1130/picture?type=normal;True Syrups & Garnishes;United States;;9.9;1
1229;tonic;Fentimans Victorian Lemonade;;;https://ginventory.reed.be/api/v2/products/1229/picture?type=normal;Fentimans Ltd.;United Kingdom;;8.2;35
1244;tonic;Bottlegreen Classic Indian Tonic;;;https://ginventory.reed.be/api/v2/products/1244/picture?type=normal;Bottlegreen Drinks Co.;United Kingdom;;8.4;18
1317;tonic;Original Premium Tonic Water Yuzu Ocha;;;https://ginventory.reed.be/api/v2/products/1317/picture?type=normal;Magnifique Brands S.L.;Spain;;9.4;70
1319;tonic;Blue Tonic By KAS;;;https://ginventory.reed.be/api/v2/products/1319/picture?type=normal;PepsiCo Inc.;Spain;;8.0;29
1344;tonic;East Imperial Grapefruit Tonic Water;;;https://ginventory.reed.be/api/v2/products/1344/picture?type=normal;East Imperial Ltd;New Zealand;;8.9;27
1349;tonic;New Riff Tonic Syrup;;;;New Riff Distilling;United States;;;0
1450;tonic;Twish Original Tonic Water;;;https://ginventory.reed.be/api/v2/products/1450/picture?type=normal;AS Liviko;Estonia;;;0
1456;tonic;Sinkonah Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/1456/picture?type=normal;Sin-ko-nah Tonic Syrup;New Zealand;;;0
1460;tonic;Phi Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/1460/picture?type=normal;Santamanía Destilería Urbana;Spain;;8.7;7
1462;tonic;Londinium Tónica;;;https://ginventory.reed.be/api/v2/products/1462/picture?type=normal;Leucana Invest;Spain;;7.8;1
1468;tonic;Phillips Fermentorium Artisanal Dry Tonic;;;https://ginventory.reed.be/api/v2/products/1468/picture?type=normal;Phillips Fermentorium;Canada;;9.7;2
1472;tonic;Loopuyt Tonic Water;;;https://ginventory.reed.be/api/v2/products/1472/picture?type=normal;P. Loopuyt & Co.;Netherlands;;8.1;18
1476;tonic;Tom's Tonic Water;;;https://ginventory.reed.be/api/v2/products/1476/picture?type=normal;Drink Tom's;Switzerland;;8.3;8
1487;tonic;Thomas Henry Ginger Beer - (Also known as Thomas Henry Spicy Ginger);Thomas Henry Ginger Beer;(Also known as Thomas Henry Spicy Ginger);https://ginventory.reed.be/api/v2/products/1487/picture?type=normal;Thomas Henry GmbH & Co. KG;Germany;;8.7;110
1495;tonic;Finches Dry Tonic Water;;;https://ginventory.reed.be/api/v2/products/1495/picture?type=normal;C&C Group PLC;Ireland;;6.9;3
1519;tonic;Tonica Catalana;;;https://ginventory.reed.be/api/v2/products/1519/picture?type=normal;Xecna;Spain;;;0
1646;tonic;Franklin & Sons Natural Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/1646/picture?type=normal;Global Brands Ltd.;United Kingdom;;8.9;160
1653;tonic;Victoria Soda Works Birdcage Tonic;;;;Victoria Soda Works;United States;;;0
1677;tonic;Essential Waitrose Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/1677/picture?type=normal;Waitrose;United Kingdom;;8.5;14
1714;tonic;El Guapo Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/1714/picture?type=normal;El Guapo Bitters;United States;;;0
1735;tonic;East Imperial Tonic Water - (Formerly East Imperial Burma Tonic);East Imperial Tonic Water;(Formerly East Imperial Burma Tonic);https://ginventory.reed.be/api/v2/products/1735/picture?type=normal;East Imperial Ltd;New Zealand;;8.4;91
1778;tonic;Porter’s Tonic Syrup Cardamom Orange;;;https://ginventory.reed.be/api/v2/products/1778/picture?type=normal;Porter’s Tonic;Canada;;;0
1809;tonic;Pinckney Bend Classic Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/1809/picture?type=normal;Pinckney Bend Distillery;United States;;10.0;1
1857;tonic;Pulpo Blanco Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/1857/picture?type=normal;Pulpo Blanco;Argentina;;8.4;6
1860;tonic;Old Jamaica Ginger Beer;;;https://ginventory.reed.be/api/v2/products/1860/picture?type=normal; Cott Corporation;United Kingdom;;8.4;15
1888;tonic;Haber’s Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/1888/picture?type=normal;Haber's Tonic Co.;United States;;;0
1915;tonic;Hartwall Tonic Water;;;https://ginventory.reed.be/api/v2/products/1915/picture?type=normal;Hartwall Ltd.;Finland;;6.0;1
2100;tonic;Doctor Polidori's Dry Tonic Water;;;https://ginventory.reed.be/api/v2/products/2100/picture?type=normal;Capulet & Montague LTD.;Germany;;8.5;133
2112;tonic;Schweppes Club Soda;;;https://ginventory.reed.be/api/v2/products/2112/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;8.0;23
2122;tonic;Bette Jane's Original Tonic Water;;;https://ginventory.reed.be/api/v2/products/2122/picture?type=normal;Pearson Soda Works;United States;;9.6;1
2127;tonic;Indi Strawberry Tonic;;;https://ginventory.reed.be/api/v2/products/2127/picture?type=normal;Indi & Co;Spain;;8.5;29
2169;tonic;Doctor Polidori‘s Cucumber Tonic Water;;;https://ginventory.reed.be/api/v2/products/2169/picture?type=normal;Capulet & Montague LTD.;Germany;;8.7;75
2250;tonic;Qcumber Tonic;;;https://ginventory.reed.be/api/v2/products/2250/picture?type=normal;Essential Health Products Ltd;United Kingdom;;8.6;6
2253;tonic;Recoaro Acqua Brillante;;;https://ginventory.reed.be/api/v2/products/2253/picture?type=normal;Sanpellegrino S.p.A.;Italy;;9.0;57
2274;tonic;East Imperial Yuzu Tonic Water;;;https://ginventory.reed.be/api/v2/products/2274/picture?type=normal;East Imperial Ltd;New Zealand;;8.8;51
2297;tonic;Porter’s Tonic Syrup Original;;;https://ginventory.reed.be/api/v2/products/2297/picture?type=normal;Porter’s Tonic;Canada;;8.0;2
2329;tonic;Krest Bitter Lemon;;;https://ginventory.reed.be/api/v2/products/2329/picture?type=normal;The Coca-Cola Co.;Malta / United States;;6.5;1
2353;tonic;Three Cents Tonic Water;;;https://ginventory.reed.be/api/v2/products/2353/picture?type=normal;Three Cents Co.;Greece;;8.6;69
2369;tonic;Bickford And Sons Tonic Water;;;https://ginventory.reed.be/api/v2/products/2369/picture?type=normal;Bickford And Sons;Australia;;8.1;4
2410;tonic;Weisswange Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/2410/picture?type=normal;Weisswange;Germany;;8.4;10
2413;tonic;River Premium Tonic;;;https://ginventory.reed.be/api/v2/products/2413/picture?type=normal;Aldi;Germany;;7.6;19
2475;tonic;Nordic Mist Blue;;;https://ginventory.reed.be/api/v2/products/2475/picture?type=normal;The Coca-Cola Co.;United States;;8.5;50
2493;tonic;5 By 5 Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/2493/picture?type=normal;5 By 5 Tonics Co.;United States;;6.9;3
2494;tonic;Bette Jane's Hopped Tonic With Apollo Hops;;;;Pearson Soda Works;United States;;;0
2495;tonic;Bette Jane's Hopped Tonic With Bravo Hops;;;https://ginventory.reed.be/api/v2/products/2495/picture?type=normal;Pearson Soda Works;United States;;;0
2496;tonic;Bette Jane's Hopped Tonic With Nugget Hops;;;;Pearson Soda Works;United States;;;0
2497;tonic;Bette Jane's Hopped Tonic With Super Galena Hops;;;;Pearson Soda Works;United States;;;0
2498;tonic;Bette Jane's Hopped Tonic With Zeus Hops;;;https://ginventory.reed.be/api/v2/products/2498/picture?type=normal;Pearson Soda Works;United States;;;0
2499;tonic;Bottlegreen Light Tonic Water;;;https://ginventory.reed.be/api/v2/products/2499/picture?type=normal;Bottlegreen Drinks Co.;United Kingdom;;8.3;8
2500;tonic;Bottlegreen Pink Tonic Water;;;https://ginventory.reed.be/api/v2/products/2500/picture?type=normal;Bottlegreen Drinks Co.;United Kingdom;;8.4;14
2501;tonic;Canada Dry Diet Tonic Water;;;https://ginventory.reed.be/api/v2/products/2501/picture?type=normal;Dr. Pepper Snapple Group;Canada / United States;;7.1;12
2502;tonic;Capi Dry Tonic;;;https://ginventory.reed.be/api/v2/products/2502/picture?type=normal;Capi;Australia;;8.7;19
2503;tonic;Double Dutch Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/2503/picture?type=normal;Double Dutch Drinks;United Kingdom / Netherlands;;8.7;126
2504;tonic;Double Dutch Pomegranate & Basil;;;https://ginventory.reed.be/api/v2/products/2504/picture?type=normal;Double Dutch Drinks;United Kingdom / Netherlands;;8.6;86
2505;tonic;Double Dutch Skinny Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/2505/picture?type=normal;Double Dutch Drinks;United Kingdom / Netherlands;;8.9;55
2506;tonic;Essential Waitrose Sugar Free Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/2506/picture?type=normal;Waitrose;United Kingdom;;8.1;12
2507;tonic;Extra Fizz Tonic - Økologisk Barmacist Sodas;Extra Fizz Tonic;Økologisk Barmacist Sodas;https://ginventory.reed.be/api/v2/products/2507/picture?type=normal;Ørbæk Bryggeri;Denmark;;8.5;8
2508;tonic;Franklin & Sons Natural Light Tonic Water;;;https://ginventory.reed.be/api/v2/products/2508/picture?type=normal;Global Brands Ltd.;United Kingdom;;8.5;60
2509;tonic;Haindl´s Tonic Water;;;https://ginventory.reed.be/api/v2/products/2509/picture?type=normal;Rhodius Mineralquellen Und Getränke GmbH & Co.KG;Germany;;7.4;7
2510;tonic;J. Gasco Elderflower;;;https://ginventory.reed.be/api/v2/products/2510/picture?type=normal; J.Gasco;Italy;;8.2;8
